"","key","DAYS.SERVICED","ASSET.TYPE","STATUS","Minors","Adult","Middle_Age_Adult","Senior_Adult","Low_Density_Housing","Medium_Density_Housing","High_Density_Housing","Other_Types","Small_Households","Medium_Households","Large_Households"
"8199","Ward9",5,"WR2","Existing",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"8200","Ward23",3,"WR4","Existing",17845,26225,24465,25495,14415,6810,8120,190,12235,11560,5745
"8201","Ward25",3,"WR4","Existing",21140,27245,26415,26685,19625,7430,5240,20,13650,12625,6040
"8202","Ward4",1,"WR2","Existing",19695,32780,30745,21485,13070,3295,32995,85,34805,12475,2165
"8203","Ward14",7,"WR1","Existing",20385,30005,31810,22360,17945,5395,22690,200,30595,13110,2535
"8204","Ward11",7,"WR4","Existing",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"8205","Ward5",5,"WR1","Existing",24855,32545,32015,26260,16505,3110,25405,35,25495,14930,4620
"8206","Ward6",5,"WR2","Existing",21260,30195,30505,25390,13405,3145,24670,55,23200,13610,4455
"8207","Ward11",7,"WR1","Temporarily Removed",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"8208","Ward17",1,"WR2","Existing",19255,36335,28090,28905,12475,4655,28620,25,27440,14915,3430
"8209","Ward15",5,"WR4","Existing",23965,24820,28810,23420,17560,1590,20860,20,23430,12750,3850
"8210","Ward4",5,"WR1","Existing",19695,32780,30745,21485,13070,3295,32995,85,34805,12475,2165
"8211","Ward8",5,"WR1","Existing",26335,29275,32065,27150,18680,3860,23370,0,27355,14205,4350
"8212","Ward12",5,"WR2","Existing",17945,39700,28460,28005,11645,2485,43940,45,44550,11470,2090
"8213","Ward8",7,"WR2","Existing",26335,29275,32065,27150,18680,3860,23370,0,27355,14205,4350
"8214","Ward12",5,"WR2","Existing",17945,39700,28460,28005,11645,2485,43940,45,44550,11470,2090
"8215","Ward19",7,"WR2","Existing",24165,27905,33140,23280,19410,3865,22285,135,28060,14725,2915
"8216","Ward19",1,"WR2","Existing",24165,27905,33140,23280,19410,3865,22285,135,28060,14725,2915
"8217","Ward5",1,"WR1","Existing",24855,32545,32015,26260,16505,3110,25405,35,25495,14930,4620
"8218","Ward19",7,"WR4","Existing",24165,27905,33140,23280,19410,3865,22285,135,28060,14725,2915
"8219","Ward1",3,"WR1","Existing",25585,35130,29380,25020,12695,7435,17995,10,17425,13920,6795
"8220","Ward1",3,"WR2","Existing",25585,35130,29380,25020,12695,7435,17995,10,17425,13920,6795
"8221","Ward14",1,"WR1","Existing",20385,30005,31810,22360,17945,5395,22690,200,30595,13110,2535
"8222","Ward11",7,"WR1","Temporarily Removed",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"8223","Ward9",1,"WR1","Existing",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"8224","Ward18",4,"WR1","Existing",18465,41185,30515,26960,13355,3240,33940,20,32815,14585,3150
"8225","Ward24",4,"WR2","Existing",23205,30160,26180,23215,12975,4655,18575,40,18260,12645,5345
"8226","Ward5",5,"WR2","Existing",24855,32545,32015,26260,16505,3110,25405,35,25495,14930,4620
"8227","Ward18",4,"WR2","Existing",18465,41185,30515,26960,13355,3240,33940,20,32815,14585,3150
"8228","Ward5",1,"WR2","Existing",24855,32545,32015,26260,16505,3110,25405,35,25495,14930,4620
"8229","Ward1",5,"WR1","Existing",25585,35130,29380,25020,12695,7435,17995,10,17425,13920,6795
"8230","Ward11",7,"WR2","Existing",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"8231","Ward14",5,"WR1","Temporarily Removed",20385,30005,31810,22360,17945,5395,22690,200,30595,13110,2535
"8232","Ward12",5,"WR1","Existing",17945,39700,28460,28005,11645,2485,43940,45,44550,11470,2090
"8233","Ward6",5,"WR4","Existing",21260,30195,30505,25390,13405,3145,24670,55,23200,13610,4455
"8234","Ward3",5,"WR1","Existing",23620,44935,38605,32760,19950,3840,41745,35,46340,16385,2850
"8235","Ward18",4,"WR4","Existing",18465,41185,30515,26960,13355,3240,33940,20,32815,14585,3150
"8236","Ward13",5,"WR1","Existing",12755,57230,28185,18770,910,2675,65220,155,59115,8325,1515
"8237","Ward18",5,"WR1","Existing",18465,41185,30515,26960,13355,3240,33940,20,32815,14585,3150
"8238","Ward13",7,"WR1","Existing",12755,57230,28185,18770,910,2675,65220,155,59115,8325,1515
"8239","Ward3",3,"WR4","Existing",23620,44935,38605,32760,19950,3840,41745,35,46340,16385,2850
"8240","Ward19",3,"WR2","Existing",24165,27905,33140,23280,19410,3865,22285,135,28060,14725,2915
"8241","Ward11",7,"WR4","Existing",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"8242","Ward21",3,"WR4","Existing",23405,32600,29470,26075,14640,6810,19050,55,21370,13785,5415
"8243","Ward8",5,"WR1","Existing",26335,29275,32065,27150,18680,3860,23370,0,27355,14205,4350
"8244","Ward22",3,"WR1","Existing",18225,27650,26680,31140,12440,6055,19765,80,20760,12885,4700
"8245","Ward13",7,"WR4","Existing",12755,57230,28185,18770,910,2675,65220,155,59115,8325,1515
"8246","Ward1",5,"WR2","Temporarily Removed",25585,35130,29380,25020,12695,7435,17995,10,17425,13920,6795
"8247","Ward2",3,"WR4","Existing",23840,27570,32090,33700,22735,2790,19785,25,25460,15840,4045
"8248","Ward1",1,"WR4","Existing",25585,35130,29380,25020,12695,7435,17995,10,17425,13920,6795
"8249","Ward16",4,"WR2","Existing",19805,25495,25545,23490,7570,3095,27580,40,23035,11755,3490
"8250","Ward13",7,"WR4","Existing",12755,57230,28185,18770,910,2675,65220,155,59115,8325,1515
"8251","Ward24",4,"WR2","Existing",23205,30160,26180,23215,12975,4655,18575,40,18260,12645,5345
"8252","Ward21",3,"WR4","Existing",23405,32600,29470,26075,14640,6810,19050,55,21370,13785,5415
"8253","Ward1",3,"WR2","Temporarily Removed",25585,35130,29380,25020,12695,7435,17995,10,17425,13920,6795
"8254","Ward8",5,"WR1","Existing",26335,29275,32065,27150,18680,3860,23370,0,27355,14205,4350
"8255","Ward22",3,"WR1","Existing",18225,27650,26680,31140,12440,6055,19765,80,20760,12885,4700
"8256","Ward10",7,"WR1","Temporarily Removed",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"8257","Ward7",5,"WR2","Temporarily Removed",25945,33035,29185,23050,12165,5290,20205,10,17795,13540,6335
"8258","Ward21",3,"WR4","Existing",23405,32600,29470,26075,14640,6810,19050,55,21370,13785,5415
"8259","Ward14",7,"WR1","Existing",20385,30005,31810,22360,17945,5395,22690,200,30595,13110,2535
"8260","Ward1",3,"WR2","Existing",25585,35130,29380,25020,12695,7435,17995,10,17425,13920,6795
"8261","Ward8",5,"WR1","Existing",26335,29275,32065,27150,18680,3860,23370,0,27355,14205,4350
"8262","Ward2",3,"WR2","Existing",23840,27570,32090,33700,22735,2790,19785,25,25460,15840,4045
"8263","Ward13",7,"WR1","Existing",12755,57230,28185,18770,910,2675,65220,155,59115,8325,1515
"8264","Ward14",7,"WR3","Existing",20385,30005,31810,22360,17945,5395,22690,200,30595,13110,2535
"8265","Ward20",3,"WR2","Temporarily Removed",24550,29370,31550,24630,17375,5390,18800,330,23155,14130,4620
"8266","Ward15",7,"WR2","Existing",23965,24820,28810,23420,17560,1590,20860,20,23430,12750,3850
"8267","Ward23",3,"WR2","Existing",17845,26225,24465,25495,14415,6810,8120,190,12235,11560,5745
"8268","Ward20",7,"WR3","Existing",24550,29370,31550,24630,17375,5390,18800,330,23155,14130,4620
"8269","Ward4",1,"WR1","Existing",19695,32780,30745,21485,13070,3295,32995,85,34805,12475,2165
"8270","Ward13",5,"WR2","Existing",12755,57230,28185,18770,910,2675,65220,155,59115,8325,1515
"8271","Ward19",3,"WR2","Existing",24165,27905,33140,23280,19410,3865,22285,135,28060,14725,2915
"8272","Ward15",7,"WR3","Existing",23965,24820,28810,23420,17560,1590,20860,20,23430,12750,3850
"8273","Ward16",4,"WR1","Existing",19805,25495,25545,23490,7570,3095,27580,40,23035,11755,3490
"8274","Ward13",7,"WR4","Existing",12755,57230,28185,18770,910,2675,65220,155,59115,8325,1515
"8275","Ward14",7,"WR4","Existing",20385,30005,31810,22360,17945,5395,22690,200,30595,13110,2535
"8276","Ward14",5,"WR2","Existing",20385,30005,31810,22360,17945,5395,22690,200,30595,13110,2535
"8277","Ward11",7,"WR1","Existing",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"8278","Ward20",3,"WR4","Existing",24550,29370,31550,24630,17375,5390,18800,330,23155,14130,4620
"8279","Ward14",7,"WR4","Existing",20385,30005,31810,22360,17945,5395,22690,200,30595,13110,2535
"8280","Ward3",5,"WR2","Existing",23620,44935,38605,32760,19950,3840,41745,35,46340,16385,2850
"8281","Ward14",1,"WR1","Existing",20385,30005,31810,22360,17945,5395,22690,200,30595,13110,2535
"8282","Ward21",3,"WR2","Existing",23405,32600,29470,26075,14640,6810,19050,55,21370,13785,5415
"8283","Ward22",4,"WR2","Existing",18225,27650,26680,31140,12440,6055,19765,80,20760,12885,4700
"8284","Ward21",1,"WR1","Existing",23405,32600,29470,26075,14640,6810,19050,55,21370,13785,5415
"8285","Ward2",3,"WR4","Existing",23840,27570,32090,33700,22735,2790,19785,25,25460,15840,4045
"8286","Ward5",5,"WR1","Existing",24855,32545,32015,26260,16505,3110,25405,35,25495,14930,4620
"8287","Ward22",4,"WR2","Existing",18225,27650,26680,31140,12440,6055,19765,80,20760,12885,4700
"8288","Ward6",5,"WR2","Existing",21260,30195,30505,25390,13405,3145,24670,55,23200,13610,4455
"8289","Ward5",5,"WR1","Existing",24855,32545,32015,26260,16505,3110,25405,35,25495,14930,4620
"8290","Ward6",5,"WR1","Existing",21260,30195,30505,25390,13405,3145,24670,55,23200,13610,4455
"8291","Ward1",5,"WR2","Temporarily Removed",25585,35130,29380,25020,12695,7435,17995,10,17425,13920,6795
"8292","Ward4",5,"WR2","Existing",19695,32780,30745,21485,13070,3295,32995,85,34805,12475,2165
"8293","Ward8",5,"WR2","Existing",26335,29275,32065,27150,18680,3860,23370,0,27355,14205,4350
"8294","Ward2",5,"WR4","Existing",23840,27570,32090,33700,22735,2790,19785,25,25460,15840,4045
"8295","Ward18",4,"WR4","Existing",18465,41185,30515,26960,13355,3240,33940,20,32815,14585,3150
"8296","Ward24",4,"WR4","Existing",23205,30160,26180,23215,12975,4655,18575,40,18260,12645,5345
"8297","Ward10",7,"WR4","Existing",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"8298","Ward10",7,"WR3","Existing",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"8299","Ward3",1,"WR4","Existing",23620,44935,38605,32760,19950,3840,41745,35,46340,16385,2850
"8300","Ward9",1,"WR4","Existing",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"8301","Ward11",7,"WR4","Existing",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"8302","Ward2",3,"WR4","Existing",23840,27570,32090,33700,22735,2790,19785,25,25460,15840,4045
"8303","Ward6",1,"WR4","Existing",21260,30195,30505,25390,13405,3145,24670,55,23200,13610,4455
"8304","Ward18",5,"WR4","Existing",18465,41185,30515,26960,13355,3240,33940,20,32815,14585,3150
"8305","Ward8",5,"WR4","Temporarily Removed",26335,29275,32065,27150,18680,3860,23370,0,27355,14205,4350
"8306","Ward2",3,"WR2","Existing",23840,27570,32090,33700,22735,2790,19785,25,25460,15840,4045
"8307","Ward1",3,"WR4","Temporarily Removed",25585,35130,29380,25020,12695,7435,17995,10,17425,13920,6795
"8308","Ward9",1,"WR4","Existing",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"8309","Ward10",7,"WR4","Existing",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"8310","Ward13",7,"WR2","Existing",12755,57230,28185,18770,910,2675,65220,155,59115,8325,1515
"8311","Ward18",1,"WR1","Existing",18465,41185,30515,26960,13355,3240,33940,20,32815,14585,3150
"8312","Ward11",7,"WR4","Existing",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"8313","Ward19",7,"WR4","Existing",24165,27905,33140,23280,19410,3865,22285,135,28060,14725,2915
"8314","Ward4",5,"WR4","Existing",19695,32780,30745,21485,13070,3295,32995,85,34805,12475,2165
"8315","Ward6",1,"WR1","Existing",21260,30195,30505,25390,13405,3145,24670,55,23200,13610,4455
"8316","Ward5",1,"WR2","Existing",24855,32545,32015,26260,16505,3110,25405,35,25495,14930,4620
"8317","Ward11",7,"WR2","Temporarily Removed",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"8318","Ward11",7,"WR1","Existing",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"8319","Ward14",7,"WR3","Existing",20385,30005,31810,22360,17945,5395,22690,200,30595,13110,2535
"8320","Ward22",3,"WR2","Existing",18225,27650,26680,31140,12440,6055,19765,80,20760,12885,4700
"8321","Ward22",3,"WR1","Existing",18225,27650,26680,31140,12440,6055,19765,80,20760,12885,4700
"8322","Ward17",4,"WR2","Existing",19255,36335,28090,28905,12475,4655,28620,25,27440,14915,3430
"8323","Ward2",3,"WR4","Existing",23840,27570,32090,33700,22735,2790,19785,25,25460,15840,4045
"8324","Ward18",1,"WR1","Existing",18465,41185,30515,26960,13355,3240,33940,20,32815,14585,3150
"8325","Ward13",7,"WR4","Existing",12755,57230,28185,18770,910,2675,65220,155,59115,8325,1515
"8326","Ward14",1,"WR2","Temporarily Removed",20385,30005,31810,22360,17945,5395,22690,200,30595,13110,2535
"8327","Ward5",1,"WR1","Existing",24855,32545,32015,26260,16505,3110,25405,35,25495,14930,4620
"8328","Ward7",5,"WR1","Existing",25945,33035,29185,23050,12165,5290,20205,10,17795,13540,6335
"8329","Ward18",4,"WR1","Existing",18465,41185,30515,26960,13355,3240,33940,20,32815,14585,3150
"8330","Ward7",5,"WR2","Temporarily Removed",25945,33035,29185,23050,12165,5290,20205,10,17795,13540,6335
"8331","Ward8",5,"WR2","Existing",26335,29275,32065,27150,18680,3860,23370,0,27355,14205,4350
"8332","Ward7",5,"WR1","Existing",25945,33035,29185,23050,12165,5290,20205,10,17795,13540,6335
"8333","Ward4",1,"WR4","Existing",19695,32780,30745,21485,13070,3295,32995,85,34805,12475,2165
"8334","Ward5",5,"WR2","Existing",24855,32545,32015,26260,16505,3110,25405,35,25495,14930,4620
"8335","Ward3",7,"WR2","Existing",23620,44935,38605,32760,19950,3840,41745,35,46340,16385,2850
"8336","Ward12",7,"WR2","Existing",17945,39700,28460,28005,11645,2485,43940,45,44550,11470,2090
"8337","Ward1",1,"WR2","Existing",25585,35130,29380,25020,12695,7435,17995,10,17425,13920,6795
"8338","Ward2",5,"WR2","Existing",23840,27570,32090,33700,22735,2790,19785,25,25460,15840,4045
"8339","Ward14",7,"WR2","Existing",20385,30005,31810,22360,17945,5395,22690,200,30595,13110,2535
"8340","Ward2",5,"WR2","Existing",23840,27570,32090,33700,22735,2790,19785,25,25460,15840,4045
"8341","Ward19",1,"WR1","Temporarily Removed",24165,27905,33140,23280,19410,3865,22285,135,28060,14725,2915
"8342","Ward9",1,"WR1","Existing",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"8343","Ward1",3,"WR2","Existing",25585,35130,29380,25020,12695,7435,17995,10,17425,13920,6795
"8344","Ward2",5,"WR2","Temporarily Removed",23840,27570,32090,33700,22735,2790,19785,25,25460,15840,4045
"8345","Ward22",3,"WR2","Existing",18225,27650,26680,31140,12440,6055,19765,80,20760,12885,4700
"8346","Ward3",5,"WR2","Existing",23620,44935,38605,32760,19950,3840,41745,35,46340,16385,2850
"8347","Ward14",1,"WR4","Existing",20385,30005,31810,22360,17945,5395,22690,200,30595,13110,2535
"8348","Ward6",5,"WR2","Existing",21260,30195,30505,25390,13405,3145,24670,55,23200,13610,4455
"8349","Ward18",4,"WR1","Existing",18465,41185,30515,26960,13355,3240,33940,20,32815,14585,3150
"8350","Ward4",5,"WR1","Existing",19695,32780,30745,21485,13070,3295,32995,85,34805,12475,2165
"8351","Ward5",5,"WR2","Existing",24855,32545,32015,26260,16505,3110,25405,35,25495,14930,4620
"8352","Ward10",7,"WR4","Temporarily Removed",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"8353","Ward20",3,"WR2","Existing",24550,29370,31550,24630,17375,5390,18800,330,23155,14130,4620
"8354","Ward19",1,"WR1","Existing",24165,27905,33140,23280,19410,3865,22285,135,28060,14725,2915
"8355","Ward5",5,"WR2","Existing",24855,32545,32015,26260,16505,3110,25405,35,25495,14930,4620
"8356","Ward24",4,"WR2","Existing",23205,30160,26180,23215,12975,4655,18575,40,18260,12645,5345
"8357","Ward1",5,"WR1","Existing",25585,35130,29380,25020,12695,7435,17995,10,17425,13920,6795
"8358","Ward7",5,"WR2","Existing",25945,33035,29185,23050,12165,5290,20205,10,17795,13540,6335
"8359","Ward18",4,"WR2","Existing",18465,41185,30515,26960,13355,3240,33940,20,32815,14585,3150
"8360","Ward9",5,"WR1","Existing",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"8361","Ward3",5,"WR2","Existing",23620,44935,38605,32760,19950,3840,41745,35,46340,16385,2850
"8362","Ward21",3,"WR2","Existing",23405,32600,29470,26075,14640,6810,19050,55,21370,13785,5415
"8363","Ward10",7,"WR2","Existing",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"8364","Ward10",7,"WR1","Temporarily Removed",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"8365","Ward21",3,"WR1","Existing",23405,32600,29470,26075,14640,6810,19050,55,21370,13785,5415
"8366","Ward9",5,"WR2","Existing",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"8367","Ward8",5,"WR3","Existing",26335,29275,32065,27150,18680,3860,23370,0,27355,14205,4350
"8368","Ward12",5,"WR1","Existing",17945,39700,28460,28005,11645,2485,43940,45,44550,11470,2090
"8369","Ward14",7,"WR4","Existing",20385,30005,31810,22360,17945,5395,22690,200,30595,13110,2535
"8370","Ward4",1,"WR2","Existing",19695,32780,30745,21485,13070,3295,32995,85,34805,12475,2165
"8371","Ward1",5,"WR2","Existing",25585,35130,29380,25020,12695,7435,17995,10,17425,13920,6795
"8372","Ward17",4,"WR2","Existing",19255,36335,28090,28905,12475,4655,28620,25,27440,14915,3430
"8373","Ward4",5,"WR1","Existing",19695,32780,30745,21485,13070,3295,32995,85,34805,12475,2165
"8374","Ward11",7,"WR2","Existing",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"8375","Ward17",4,"WR2","Temporarily Removed",19255,36335,28090,28905,12475,4655,28620,25,27440,14915,3430
"8376","Ward25",4,"WR2","Existing",21140,27245,26415,26685,19625,7430,5240,20,13650,12625,6040
"8377","Ward23",3,"WR2","Existing",17845,26225,24465,25495,14415,6810,8120,190,12235,11560,5745
"8378","Ward20",3,"WR1","Existing",24550,29370,31550,24630,17375,5390,18800,330,23155,14130,4620
"8379","Ward10",7,"WR1","Existing",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"8380","Ward9",5,"WR2","Existing",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"8381","Ward19",7,"WR3","Existing",24165,27905,33140,23280,19410,3865,22285,135,28060,14725,2915
"8382","Ward13",5,"WR1","Existing",12755,57230,28185,18770,910,2675,65220,155,59115,8325,1515
"8383","Ward2",5,"WR1","Existing",23840,27570,32090,33700,22735,2790,19785,25,25460,15840,4045
"8384","Ward15",1,"WR1","Existing",23965,24820,28810,23420,17560,1590,20860,20,23430,12750,3850
"8385","Ward23",3,"WR2","Existing",17845,26225,24465,25495,14415,6810,8120,190,12235,11560,5745
"8386","Ward12",5,"WR1","Existing",17945,39700,28460,28005,11645,2485,43940,45,44550,11470,2090
"8387","Ward4",7,"WR2","Existing",19695,32780,30745,21485,13070,3295,32995,85,34805,12475,2165
"8388","Ward5",1,"WR1","Existing",24855,32545,32015,26260,16505,3110,25405,35,25495,14930,4620
"8389","Ward20",3,"WR1","Existing",24550,29370,31550,24630,17375,5390,18800,330,23155,14130,4620
"8390","Ward14",7,"WR3","Existing",20385,30005,31810,22360,17945,5395,22690,200,30595,13110,2535
"8391","Ward3",7,"WR2","Existing",23620,44935,38605,32760,19950,3840,41745,35,46340,16385,2850
"8392","Ward14",7,"WR4","Existing",20385,30005,31810,22360,17945,5395,22690,200,30595,13110,2535
"8393","Ward10",7,"WR2","Existing",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"8394","Ward22",3,"WR2","Existing",18225,27650,26680,31140,12440,6055,19765,80,20760,12885,4700
"8395","Ward25",1,"WR2","Existing",21140,27245,26415,26685,19625,7430,5240,20,13650,12625,6040
"8396","Ward13",7,"WR1","Existing",12755,57230,28185,18770,910,2675,65220,155,59115,8325,1515
"8397","Ward18",1,"WR2","Existing",18465,41185,30515,26960,13355,3240,33940,20,32815,14585,3150
"8398","Ward22",4,"WR1","Existing",18225,27650,26680,31140,12440,6055,19765,80,20760,12885,4700
"8399","Ward5",5,"WR1","Existing",24855,32545,32015,26260,16505,3110,25405,35,25495,14930,4620
"8400","Ward18",4,"WR1","Existing",18465,41185,30515,26960,13355,3240,33940,20,32815,14585,3150
"8401","Ward13",7,"WR2","Temporarily Removed",12755,57230,28185,18770,910,2675,65220,155,59115,8325,1515
"8402","Ward14",7,"WR1","Existing",20385,30005,31810,22360,17945,5395,22690,200,30595,13110,2535
"8403","Ward9",5,"WR1","Existing",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"8404","Ward21",3,"WR1","Existing",23405,32600,29470,26075,14640,6810,19050,55,21370,13785,5415
"8405","Ward23",3,"WR4","Existing",17845,26225,24465,25495,14415,6810,8120,190,12235,11560,5745
"8406","Ward20",3,"WR1","Existing",24550,29370,31550,24630,17375,5390,18800,330,23155,14130,4620
"8407","Ward18",4,"WR2","Existing",18465,41185,30515,26960,13355,3240,33940,20,32815,14585,3150
"8408","Ward5",1,"WR1","Existing",24855,32545,32015,26260,16505,3110,25405,35,25495,14930,4620
"8409","Ward22",4,"WR2","Existing",18225,27650,26680,31140,12440,6055,19765,80,20760,12885,4700
"8410","Ward23",3,"WR2","Existing",17845,26225,24465,25495,14415,6810,8120,190,12235,11560,5745
"8411","Ward20",3,"WR2","Existing",24550,29370,31550,24630,17375,5390,18800,330,23155,14130,4620
"8412","Ward9",7,"WR4","Existing",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"8413","Ward11",7,"WR1","Existing",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"8414","Ward13",5,"WR4","Existing",12755,57230,28185,18770,910,2675,65220,155,59115,8325,1515
"8415","Ward13",5,"WR4","Existing",12755,57230,28185,18770,910,2675,65220,155,59115,8325,1515
"8416","Ward11",7,"WR1","Existing",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"8417","Ward5",5,"WR4","Existing",24855,32545,32015,26260,16505,3110,25405,35,25495,14930,4620
"8418","Ward21",3,"WR4","Existing",23405,32600,29470,26075,14640,6810,19050,55,21370,13785,5415
"8419","Ward3",7,"WR4","Existing",23620,44935,38605,32760,19950,3840,41745,35,46340,16385,2850
"8420","Ward14",7,"WR2","Existing",20385,30005,31810,22360,17945,5395,22690,200,30595,13110,2535
"8421","Ward9",7,"WR1","Existing",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"8422","Ward17",4,"WR1","Existing",19255,36335,28090,28905,12475,4655,28620,25,27440,14915,3430
"8423","Ward9",5,"WR1","Existing",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"8424","Ward21",3,"WR1","Existing",23405,32600,29470,26075,14640,6810,19050,55,21370,13785,5415
"8425","Ward22",3,"WR2","Existing",18225,27650,26680,31140,12440,6055,19765,80,20760,12885,4700
"8426","Ward11",1,"WR3","Existing",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"8427","Ward16",1,"WR2","Existing",19805,25495,25545,23490,7570,3095,27580,40,23035,11755,3490
"8428","Ward7",5,"WR3","Existing",25945,33035,29185,23050,12165,5290,20205,10,17795,13540,6335
"8429","Ward3",5,"WR1","Existing",23620,44935,38605,32760,19950,3840,41745,35,46340,16385,2850
"8430","Ward18",1,"WR1","Existing",18465,41185,30515,26960,13355,3240,33940,20,32815,14585,3150
"8431","Ward7",3,"WR1","Temporarily Removed",25945,33035,29185,23050,12165,5290,20205,10,17795,13540,6335
"8432","Ward7",3,"WR2","Existing",25945,33035,29185,23050,12165,5290,20205,10,17795,13540,6335
"8433","Ward3",5,"WR1","Existing",23620,44935,38605,32760,19950,3840,41745,35,46340,16385,2850
"8434","Ward25",4,"WR3","Temporarily Removed",21140,27245,26415,26685,19625,7430,5240,20,13650,12625,6040
"8435","Ward3",5,"WR2","Existing",23620,44935,38605,32760,19950,3840,41745,35,46340,16385,2850
"8436","Ward25",4,"WR1","Existing",21140,27245,26415,26685,19625,7430,5240,20,13650,12625,6040
"8437","Ward12",1,"WR4","Existing",17945,39700,28460,28005,11645,2485,43940,45,44550,11470,2090
"8438","Ward3",5,"WR2","Existing",23620,44935,38605,32760,19950,3840,41745,35,46340,16385,2850
"8439","Ward8",1,"WR1","Temporarily Removed",26335,29275,32065,27150,18680,3860,23370,0,27355,14205,4350
"8440","Ward7",5,"WR2","Existing",25945,33035,29185,23050,12165,5290,20205,10,17795,13540,6335
"8441","Ward6",5,"WR2","Existing",21260,30195,30505,25390,13405,3145,24670,55,23200,13610,4455
"8442","Ward7",5,"WR2","Existing",25945,33035,29185,23050,12165,5290,20205,10,17795,13540,6335
"8443","Ward6",5,"WR2","Existing",21260,30195,30505,25390,13405,3145,24670,55,23200,13610,4455
"8444","Ward24",3,"WR2","Temporarily Removed",23205,30160,26180,23215,12975,4655,18575,40,18260,12645,5345
"8445","Ward10",7,"WR2","Existing",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"8446","Ward11",1,"WR4","Existing",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"8447","Ward23",3,"WR1","Existing",17845,26225,24465,25495,14415,6810,8120,190,12235,11560,5745
"8448","Ward19",7,"WR4","Existing",24165,27905,33140,23280,19410,3865,22285,135,28060,14725,2915
"8449","Ward24",4,"WR2","Existing",23205,30160,26180,23215,12975,4655,18575,40,18260,12645,5345
"8450","Ward18",1,"WR1","Existing",18465,41185,30515,26960,13355,3240,33940,20,32815,14585,3150
"8451","Ward12",5,"WR2","Existing",17945,39700,28460,28005,11645,2485,43940,45,44550,11470,2090
"8452","Ward1",5,"WR1","Existing",25585,35130,29380,25020,12695,7435,17995,10,17425,13920,6795
"8453","Ward10",7,"WR2","Existing",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"8454","Ward17",1,"WR2","Existing",19255,36335,28090,28905,12475,4655,28620,25,27440,14915,3430
"8455","Ward18",1,"WR1","Existing",18465,41185,30515,26960,13355,3240,33940,20,32815,14585,3150
"8456","Ward10",7,"WR4","Temporarily Removed",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"8457","Ward3",5,"WR4","Existing",23620,44935,38605,32760,19950,3840,41745,35,46340,16385,2850
"8458","Ward5",5,"WR4","Existing",24855,32545,32015,26260,16505,3110,25405,35,25495,14930,4620
"8459","Ward10",7,"WR4","Existing",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"8460","Ward11",7,"WR3","Existing",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"8461","Ward10",7,"WR4","Existing",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"8462","Ward9",1,"WR4","Existing",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
